Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Satisfaction_Weighted_Salary,YearsSincePromotion,TenurePerf,IncomeAgeRatio,ExperienceLevel,CareerProgress,SalaryPerLevel,PromotionRate,Increment,FutureSalary,LogFutureSalary,Performance_Experience,Satisfaction_Experience,Performance_Satisfaction,poly_0,poly_1,poly_2,poly_3,poly_4,LogMonthlyIncome,Performance_Tenure,Income_Level,P_Stay
27.0,0.0,2.0,618.0,1.0,4.0,3.0,1.0,1.0,933.0,2.0,0.0,76.0,3.0,1.0,6.0,3.0,2.0,2318.0,17808.0,1.0,0.0,0.0,19.0,3.0,3.0,80.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,1738.5,1.0,3.0,85.85185185185185,0.037037037037037035,1.0,2318.0,0.0,1.05,2433.9,7.79766096691158,3.0,3.0,9.0,2318.0,1.0,5373124.0,2318.0,1.0,7.7488913372555315,3.0,2318.0,0.7674586090258579
34.0,0.0,2.0,546.0,1.0,10.0,3.0,1.0,1.0,934.0,2.0,1.0,83.0,3.0,1.0,2.0,2.0,0.0,2008.0,6896.0,1.0,0.0,0.0,14.0,3.0,2.0,80.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,1004.0,0.0,3.0,59.05882352941177,0.029411764705882353,1.0,2008.0,1.0,1.05,2108.4,7.654158825842514,3.0,2.0,6.0,2008.0,1.0,4032064.0,2008.0,1.0,7.605392364814935,3.0,2008.0,0.7358424421281022
42.0,0.0,2.0,462.0,2.0,14.0,2.0,3.0,1.0,936.0,3.0,0.0,68.0,2.0,2.0,7.0,3.0,2.0,6244.0,7824.0,7.0,0.0,0.0,17.0,3.0,1.0,80.0,0.0,10.0,6.0,3.0,5.0,4.0,0.0,3.0,4683.0,5.0,15.0,148.66666666666666,0.23809523809523808,0.2,3122.0,0.0,1.05,6556.200000000001,8.788318961552301,15.0,15.0,9.0,6244.0,5.0,38987536.0,31220.0,25.0,8.739536422559677,15.0,3122.0,0.8550467468440606
33.0,0.0,2.0,1198.0,1.0,1.0,4.0,4.0,1.0,939.0,3.0,1.0,100.0,2.0,1.0,6.0,1.0,2.0,2799.0,3339.0,3.0,0.0,1.0,11.0,3.0,2.0,80.0,0.0,6.0,1.0,3.0,3.0,2.0,0.0,2.0,699.75,3.0,9.0,84.81818181818181,0.18181818181818182,0.16666666666666666,2799.0,0.0,1.05,2938.9500000000003,7.986147853385389,9.0,3.0,3.0,2799.0,3.0,7834401.0,8397.0,9.0,7.937374696163295,9.0,2799.0,0.20868741918356482
58.0,0.0,2.0,1272.0,1.0,5.0,3.0,5.0,1.0,940.0,3.0,0.0,37.0,2.0,3.0,0.0,2.0,0.0,10552.0,9255.0,2.0,0.0,1.0,13.0,3.0,4.0,80.0,1.0,24.0,3.0,3.0,6.0,0.0,0.0,4.0,5276.0,6.0,18.0,181.93103448275863,0.41379310344827586,0.125,3517.3333333333335,0.0,1.05,11079.6,9.312951110459677,18.0,12.0,6.0,10552.0,6.0,111344704.0,63312.0,36.0,9.26416545867109,18.0,3517.3333333333335,0.9671831128808862
31.0,0.0,2.0,154.0,2.0,7.0,4.0,1.0,1.0,941.0,2.0,1.0,41.0,2.0,1.0,8.0,3.0,1.0,2329.0,11737.0,3.0,0.0,0.0,15.0,3.0,2.0,80.0,0.0,13.0,2.0,4.0,7.0,7.0,5.0,2.0,1746.75,2.0,21.0,75.12903225806451,0.41935483870967744,0.07692307692307693,2329.0,0.7142857142857143,1.05,2445.4500000000003,7.802393273160839,21.0,21.0,9.0,2329.0,7.0,5424241.0,16303.0,49.0,7.753623546559746,21.0,2329.0,0.7149298089864216
35.0,0.0,2.0,1137.0,1.0,21.0,1.0,1.0,1.0,942.0,4.0,0.0,51.0,3.0,2.0,0.0,4.0,1.0,4014.0,19170.0,1.0,0.0,1.0,25.0,4.0,4.0,80.0,1.0,10.0,2.0,1.0,10.0,6.0,0.0,7.0,4014.0,10.0,40.0,114.68571428571428,0.2857142857142857,0.2,2007.0,0.0,1.1,4415.400000000001,8.393080163564981,40.0,40.0,16.0,4014.0,10.0,16112196.0,40140.0,100.0,8.297792626380861,40.0,2007.0,0.9545992699740776
49.0,0.0,2.0,527.0,1.0,8.0,2.0,4.0,1.0,944.0,1.0,0.0,51.0,3.0,3.0,2.0,2.0,1.0,7403.0,22477.0,4.0,0.0,0.0,11.0,3.0,3.0,80.0,1.0,29.0,3.0,2.0,26.0,9.0,1.0,7.0,3701.5,25.0,78.0,151.08163265306123,0.5918367346938775,0.10344827586206896,2467.6666666666665,0.038461538461538464,1.05,7773.150000000001,8.958559406312206,78.0,52.0,6.0,7403.0,26.0,54804409.0,192478.0,676.0,8.909775673693389,78.0,2467.6666666666665,0.9600776889002638
48.0,0.0,2.0,1469.0,1.0,20.0,4.0,3.0,1.0,945.0,4.0,1.0,51.0,3.0,1.0,6.0,3.0,1.0,2259.0,5543.0,4.0,0.0,0.0,17.0,3.0,1.0,80.0,2.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,1694.25,0.0,0.0,47.0625,0.2708333333333333,0.07692307692307693,2259.0,0.0,1.05,2371.9500000000003,7.771889185838727,0.0,0.0,9.0,2259.0,0.0,5103081.0,0.0,0.0,7.723120092266331,0.0,2259.0,0.9089855728030644
31.0,0.0,0.0,1188.0,2.0,20.0,2.0,2.0,1.0,947.0,4.0,0.0,45.0,3.0,2.0,7.0,3.0,1.0,6932.0,24406.0,1.0,0.0,0.0,13.0,3.0,4.0,80.0,1.0,9.0,2.0,2.0,9.0,8.0,0.0,0.0,5199.0,9.0,27.0,223.61290322580646,0.2903225806451613,0.2222222222222222,3466.0,0.0,1.05,7278.6,8.892831194626252,27.0,27.0,9.0,6932.0,9.0,48052624.0,62388.0,81.0,8.84404789894249,27.0,3466.0,0.9825380451472148
36.0,0.0,2.0,188.0,1.0,7.0,4.0,4.0,1.0,949.0,2.0,1.0,65.0,3.0,1.0,6.0,4.0,2.0,4678.0,23293.0,2.0,0.0,0.0,18.0,3.0,3.0,80.0,0.0,8.0,6.0,3.0,6.0,2.0,0.0,1.0,4678.0,6.0,18.0,129.94444444444446,0.2222222222222222,0.125,4678.0,0.0,1.05,4911.900000000001,8.499619677799073,18.0,24.0,12.0,4678.0,6.0,21883684.0,28068.0,36.0,8.450839690866216,18.0,4678.0,0.9275376434876168
38.0,0.0,2.0,1333.0,1.0,1.0,3.0,5.0,1.0,950.0,4.0,0.0,80.0,3.0,3.0,5.0,1.0,1.0,13582.0,16292.0,1.0,0.0,0.0,13.0,3.0,2.0,80.0,1.0,15.0,3.0,3.0,15.0,12.0,5.0,11.0,3395.5,10.0,45.0,357.42105263157896,0.39473684210526316,0.2,4527.333333333333,0.3333333333333333,1.05,14261.1,9.565360948202988,45.0,15.0,3.0,13582.0,15.0,184470724.0,203730.0,225.0,9.51657428982249,45.0,4527.333333333333,0.9967642047457617
32.0,0.0,0.0,1184.0,1.0,1.0,3.0,1.0,1.0,951.0,3.0,0.0,70.0,2.0,1.0,2.0,2.0,1.0,2332.0,3974.0,6.0,0.0,0.0,20.0,4.0,3.0,80.0,0.0,5.0,3.0,3.0,3.0,0.0,0.0,2.0,1166.0,3.0,12.0,72.875,0.15625,0.2,2332.0,0.0,1.1,2565.2000000000003,7.850181484460918,12.0,6.0,8.0,2332.0,3.0,5438224.0,6996.0,9.0,7.75491027202143,12.0,2332.0,0.8443572408362487
25.0,1.0,2.0,867.0,2.0,19.0,2.0,2.0,1.0,952.0,3.0,1.0,36.0,2.0,1.0,8.0,2.0,1.0,2413.0,18798.0,1.0,0.0,1.0,18.0,3.0,3.0,80.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1206.5,1.0,3.0,96.52,0.04,1.0,2413.0,0.0,1.05,2533.65,7.837810839432006,3.0,2.0,6.0,2413.0,1.0,5822569.0,2413.0,1.0,7.789040401657477,3.0,2413.0,0.12846911319040577
40.0,0.0,2.0,658.0,2.0,10.0,4.0,2.0,1.0,954.0,1.0,1.0,67.0,2.0,3.0,7.0,2.0,0.0,9705.0,20652.0,2.0,0.0,0.0,12.0,3.0,2.0,80.0,1.0,11.0,2.0,2.0,1.0,0.0,0.0,0.0,4852.5,1.0,3.0,242.625,0.275,0.2727272727272727,3235.0,0.0,1.05,10190.25,9.22928478797712,3.0,2.0,6.0,9705.0,1.0,94187025.0,9705.0,1.0,9.18049952996516,3.0,3235.0,0.8969340021532332
26.0,0.0,1.0,1283.0,2.0,1.0,3.0,3.0,1.0,956.0,3.0,1.0,52.0,2.0,2.0,7.0,1.0,2.0,4294.0,11148.0,1.0,0.0,0.0,12.0,3.0,2.0,80.0,0.0,7.0,2.0,3.0,7.0,7.0,0.0,7.0,1073.5,7.0,21.0,165.15384615384616,0.2692307692307692,0.2857142857142857,2147.0,0.0,1.05,4508.7,8.41398591143724,21.0,7.0,3.0,4294.0,7.0,18438436.0,30058.0,49.0,8.365206834418355,21.0,2147.0,0.8861719815829646
41.0,0.0,2.0,263.0,1.0,6.0,3.0,3.0,1.0,957.0,4.0,1.0,59.0,3.0,1.0,2.0,1.0,2.0,4721.0,3119.0,2.0,0.0,1.0,13.0,3.0,3.0,80.0,0.0,20.0,3.0,3.0,18.0,13.0,2.0,17.0,1180.25,16.0,54.0,115.14634146341463,0.4878048780487805,0.05,4721.0,0.1111111111111111,1.05,4957.05,8.508767797255862,54.0,18.0,3.0,4721.0,18.0,22287841.0,84978.0,324.0,8.459987717645458,54.0,4721.0,0.8679712897058508
36.0,0.0,2.0,938.0,1.0,2.0,4.0,3.0,1.0,958.0,3.0,1.0,79.0,3.0,1.0,2.0,3.0,2.0,2519.0,12287.0,4.0,0.0,0.0,21.0,4.0,3.0,80.0,0.0,16.0,6.0,3.0,11.0,8.0,3.0,9.0,1889.25,8.0,44.0,69.97222222222223,0.4444444444444444,0.0625,2519.0,0.2727272727272727,1.1,2770.9,7.927288284622999,44.0,33.0,12.0,2519.0,11.0,6345361.0,27709.0,121.0,7.832014180505469,44.0,2519.0,0.9449710981155397
19.0,1.0,2.0,419.0,2.0,21.0,3.0,4.0,1.0,959.0,4.0,1.0,37.0,2.0,1.0,8.0,2.0,2.0,2121.0,9947.0,1.0,0.0,1.0,13.0,3.0,2.0,80.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1060.5,1.0,3.0,111.63157894736842,0.05263157894736842,1.0,2121.0,0.0,1.05,2227.05,7.70888204244707,3.0,2.0,6.0,2121.0,1.0,4498641.0,2121.0,1.0,7.660114319173928,3.0,2121.0,0.032764956595950245
20.0,1.0,2.0,129.0,1.0,4.0,3.0,5.0,1.0,960.0,1.0,1.0,84.0,3.0,1.0,2.0,1.0,2.0,2973.0,13008.0,1.0,0.0,0.0,19.0,3.0,2.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,743.25,1.0,3.0,148.65,0.05,1.0,2973.0,0.0,1.05,3121.65,8.046437279276669,3.0,1.0,3.0,2973.0,1.0,8838729.0,2973.0,1.0,7.9976631270201,3.0,2973.0,0.17578269495095866
31.0,0.0,2.0,616.0,1.0,12.0,3.0,3.0,1.0,961.0,4.0,0.0,41.0,3.0,2.0,0.0,4.0,1.0,5855.0,17369.0,0.0,0.0,1.0,11.0,3.0,3.0,80.0,2.0,10.0,2.0,1.0,9.0,7.0,8.0,5.0,5855.0,1.0,27.0,188.8709677419355,0.3225806451612903,0.2,2927.5,0.8888888888888888,1.05,6147.75,8.724004088109549,27.0,36.0,12.0,5855.0,9.0,34281025.0,52695.0,81.0,8.675222055641148,27.0,2927.5,0.870493407041631
40.0,0.0,1.0,1469.0,1.0,9.0,4.0,3.0,1.0,964.0,4.0,1.0,35.0,3.0,1.0,6.0,2.0,0.0,3617.0,25063.0,8.0,0.0,1.0,14.0,3.0,4.0,80.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,1808.5,1.0,3.0,90.425,0.075,0.3333333333333333,3617.0,0.0,1.05,3797.8500000000004,8.242453668333352,3.0,2.0,6.0,3617.0,1.0,13082689.0,3617.0,1.0,8.193676665955241,3.0,3617.0,0.5528169599797754
32.0,0.0,2.0,498.0,1.0,3.0,4.0,3.0,1.0,966.0,3.0,0.0,93.0,3.0,2.0,4.0,1.0,1.0,6725.0,13554.0,1.0,0.0,0.0,12.0,3.0,3.0,80.0,1.0,8.0,2.0,4.0,8.0,7.0,6.0,3.0,1681.25,2.0,24.0,210.15625,0.25,0.25,3362.5,0.75,1.05,7061.25,8.862518976598075,24.0,8.0,3.0,6725.0,8.0,45225625.0,53800.0,64.0,8.813735892300215,24.0,3362.5,0.9813477493258889
36.0,1.0,2.0,530.0,2.0,3.0,1.0,1.0,1.0,967.0,3.0,1.0,51.0,2.0,3.0,7.0,4.0,1.0,10325.0,5518.0,1.0,0.0,1.0,11.0,3.0,1.0,80.0,1.0,16.0,6.0,3.0,16.0,7.0,3.0,7.0,10325.0,13.0,48.0,286.80555555555554,0.4444444444444444,0.1875,3441.6666666666665,0.1875,1.05,10841.25,9.291205818030736,48.0,64.0,12.0,10325.0,16.0,106605625.0,165200.0,256.0,9.242420265439595,48.0,3441.6666666666665,0.8580582698037318
33.0,0.0,2.0,1069.0,1.0,1.0,3.0,1.0,1.0,969.0,2.0,0.0,42.0,2.0,2.0,0.0,4.0,2.0,6949.0,12291.0,0.0,0.0,0.0,14.0,3.0,1.0,80.0,0.0,6.0,3.0,3.0,5.0,0.0,1.0,4.0,6949.0,4.0,15.0,210.57575757575756,0.18181818181818182,0.3333333333333333,3474.5,0.2,1.05,7296.450000000001,8.89528025104327,15.0,20.0,12.0,6949.0,5.0,48288601.0,34745.0,25.0,8.846496938558838,15.0,3474.5,0.9610652263804847
37.0,1.0,2.0,625.0,2.0,1.0,4.0,1.0,1.0,970.0,1.0,1.0,46.0,2.0,3.0,7.0,3.0,1.0,10609.0,14922.0,5.0,0.0,0.0,11.0,3.0,3.0,80.0,0.0,17.0,2.0,1.0,14.0,1.0,11.0,7.0,7956.75,3.0,42.0,286.72972972972974,0.4594594594594595,0.17647058823529413,3536.3333333333335,0.7857142857142857,1.05,11139.45,9.31833790763849,42.0,42.0,9.0,10609.0,14.0,112550881.0,148526.0,196.0,9.26955223160803,42.0,3536.3333333333335,0.39284928778481465
45.0,0.0,0.0,805.0,1.0,4.0,2.0,1.0,1.0,972.0,3.0,1.0,57.0,3.0,2.0,2.0,2.0,1.0,4447.0,23163.0,1.0,0.0,0.0,12.0,3.0,2.0,80.0,0.0,9.0,5.0,2.0,9.0,7.0,0.0,8.0,2223.5,9.0,27.0,98.82222222222222,0.2,0.2222222222222222,2223.5,0.0,1.05,4669.35,8.448989294321406,27.0,18.0,6.0,4447.0,9.0,19775809.0,40023.0,81.0,8.400209835930418,27.0,2223.5,0.9871069574974348
29.0,0.0,1.0,1404.0,2.0,20.0,3.0,5.0,1.0,974.0,3.0,0.0,84.0,3.0,1.0,8.0,4.0,1.0,2157.0,18203.0,1.0,0.0,0.0,15.0,3.0,2.0,80.0,1.0,3.0,5.0,3.0,3.0,1.0,0.0,2.0,2157.0,3.0,9.0,74.37931034482759,0.10344827586206896,0.3333333333333333,2157.0,0.0,1.05,2264.85,7.725705243456921,9.0,12.0,12.0,2157.0,3.0,4652649.0,6471.0,9.0,7.67693714581808,9.0,2157.0,0.9201727554005446
35.0,0.0,2.0,1219.0,2.0,18.0,3.0,3.0,1.0,975.0,3.0,0.0,86.0,3.0,2.0,7.0,3.0,1.0,4601.0,6179.0,1.0,0.0,0.0,16.0,3.0,2.0,80.0,0.0,5.0,3.0,3.0,5.0,2.0,1.0,0.0,3450.75,4.0,15.0,131.45714285714286,0.14285714285714285,0.4,2300.5,0.2,1.05,4831.05,8.483026087243234,15.0,15.0,9.0,4601.0,5.0,21169201.0,23005.0,25.0,8.434246270595311,15.0,2300.5,0.9378679623236496
52.0,0.0,2.0,1053.0,1.0,1.0,2.0,1.0,1.0,976.0,4.0,1.0,70.0,3.0,4.0,3.0,4.0,1.0,17099.0,13829.0,2.0,0.0,0.0,15.0,3.0,2.0,80.0,1.0,26.0,2.0,2.0,9.0,8.0,7.0,8.0,17099.0,2.0,27.0,328.8269230769231,0.5,0.15384615384615385,4274.75,0.7777777777777778,1.05,17953.95,9.795621121916678,27.0,36.0,12.0,17099.0,9.0,292375801.0,153891.0,81.0,9.746833742490752,27.0,4274.75,0.9968439111324141
58.0,1.0,2.0,289.0,1.0,2.0,3.0,5.0,1.0,977.0,4.0,1.0,51.0,3.0,1.0,6.0,3.0,2.0,2479.0,26227.0,4.0,0.0,0.0,24.0,4.0,1.0,80.0,0.0,7.0,4.0,3.0,1.0,0.0,0.0,0.0,1859.25,1.0,4.0,42.741379310344826,0.1206896551724138,0.14285714285714285,2479.0,0.0,1.1,2726.9,7.911287361399977,4.0,3.0,12.0,2479.0,1.0,6145441.0,2479.0,1.0,7.8160138391590275,4.0,2479.0,0.9007065340414285
53.0,0.0,2.0,1376.0,2.0,2.0,2.0,3.0,1.0,981.0,3.0,1.0,45.0,3.0,4.0,3.0,3.0,0.0,14852.0,13938.0,6.0,0.0,0.0,13.0,3.0,3.0,80.0,1.0,22.0,3.0,4.0,17.0,13.0,15.0,2.0,11139.0,2.0,51.0,280.22641509433964,0.41509433962264153,0.18181818181818182,3713.0,0.8823529411764706,1.05,15594.6,9.654744102171634,51.0,51.0,9.0,14852.0,17.0,220581904.0,252484.0,289.0,9.605957144029533,51.0,3713.0,0.96225695912241
30.0,0.0,2.0,231.0,2.0,8.0,2.0,4.0,1.0,982.0,3.0,1.0,62.0,3.0,3.0,7.0,3.0,0.0,7264.0,9977.0,5.0,0.0,0.0,11.0,3.0,1.0,80.0,1.0,10.0,2.0,4.0,8.0,4.0,7.0,7.0,5448.0,1.0,24.0,242.13333333333333,0.3333333333333333,0.3,2421.3333333333335,0.875,1.05,7627.200000000001,8.939607185569042,24.0,24.0,9.0,7264.0,8.0,52765696.0,58112.0,64.0,8.890823576004383,24.0,2421.3333333333335,0.9272628222583428
38.0,0.0,0.0,152.0,2.0,10.0,3.0,5.0,1.0,983.0,3.0,0.0,85.0,3.0,2.0,7.0,4.0,2.0,5666.0,19899.0,1.0,0.0,1.0,13.0,3.0,2.0,80.0,0.0,6.0,1.0,3.0,5.0,3.0,1.0,3.0,5666.0,4.0,15.0,149.10526315789474,0.15789473684210525,0.3333333333333333,2833.0,0.2,1.05,5949.3,8.691196917436688,15.0,20.0,12.0,5666.0,5.0,32103556.0,28330.0,25.0,8.64241515616962,15.0,2833.0,0.6420949734161933
35.0,0.0,2.0,882.0,2.0,3.0,4.0,1.0,1.0,984.0,4.0,1.0,92.0,3.0,3.0,7.0,4.0,0.0,7823.0,6812.0,6.0,0.0,0.0,13.0,3.0,2.0,80.0,1.0,12.0,2.0,3.0,10.0,9.0,0.0,8.0,7823.0,10.0,30.0,223.5142857142857,0.34285714285714286,0.25,2607.6666666666665,0.0,1.05,8214.15,9.01373528958647,30.0,40.0,12.0,7823.0,10.0,61199329.0,78230.0,100.0,8.964951211714654,30.0,2607.6666666666665,0.992114097170174
39.0,0.0,2.0,903.0,2.0,2.0,5.0,1.0,1.0,985.0,1.0,1.0,41.0,4.0,3.0,7.0,3.0,2.0,7880.0,2560.0,0.0,0.0,0.0,18.0,3.0,4.0,80.0,0.0,9.0,3.0,3.0,8.0,7.0,0.0,7.0,5910.0,8.0,24.0,202.05128205128204,0.23076923076923078,0.3333333333333333,2626.6666666666665,0.0,1.05,8274.0,9.020994200245264,24.0,24.0,9.0,7880.0,8.0,62094400.0,63040.0,64.0,8.97221007835365,24.0,2626.6666666666665,0.9886047866756785
40.0,1.0,0.0,1479.0,2.0,24.0,3.0,1.0,1.0,986.0,2.0,0.0,100.0,4.0,4.0,7.0,2.0,2.0,13194.0,17071.0,4.0,0.0,1.0,16.0,3.0,4.0,80.0,0.0,22.0,2.0,2.0,1.0,0.0,0.0,0.0,6597.0,1.0,3.0,329.85,0.55,0.18181818181818182,3298.5,0.0,1.05,13853.7,9.53637980422974,3.0,2.0,6.0,13194.0,1.0,174081636.0,13194.0,1.0,9.487593248937424,3.0,3298.5,0.6707378629364437
47.0,0.0,1.0,1379.0,1.0,16.0,4.0,3.0,1.0,987.0,3.0,1.0,64.0,4.0,2.0,4.0,3.0,0.0,5067.0,6759.0,1.0,0.0,1.0,19.0,3.0,3.0,80.0,0.0,20.0,3.0,4.0,19.0,10.0,2.0,7.0,3800.25,17.0,57.0,107.80851063829788,0.425531914893617,0.1,2533.5,0.10526315789473684,1.05,5320.35,8.579482309542716,57.0,57.0,9.0,5067.0,19.0,25674489.0,96273.0,361.0,8.53070154144103,57.0,2533.5,0.9643609726074255
36.0,0.0,0.0,1229.0,2.0,8.0,4.0,5.0,1.0,990.0,1.0,1.0,84.0,3.0,2.0,7.0,4.0,0.0,5079.0,25952.0,4.0,0.0,0.0,13.0,3.0,4.0,80.0,2.0,12.0,3.0,3.0,7.0,7.0,0.0,7.0,5079.0,7.0,21.0,141.08333333333334,0.3333333333333333,0.16666666666666666,2539.5,0.0,1.05,5332.95,8.581847330869753,21.0,28.0,12.0,5079.0,7.0,25796241.0,35553.0,49.0,8.533066540572527,21.0,2539.5,0.9831910643728883
31.0,1.0,0.0,335.0,1.0,9.0,2.0,3.0,1.0,991.0,3.0,1.0,46.0,2.0,1.0,6.0,1.0,2.0,2321.0,10322.0,0.0,0.0,1.0,22.0,4.0,1.0,80.0,0.0,4.0,0.0,3.0,3.0,2.0,1.0,2.0,580.25,2.0,12.0,74.87096774193549,0.12903225806451613,0.25,2321.0,0.3333333333333333,1.1,2553.1000000000004,7.845455190093792,12.0,3.0,4.0,2321.0,3.0,5387041.0,6963.0,9.0,7.7501841622578365,12.0,2321.0,0.15514988587315093
33.0,0.0,0.0,722.0,2.0,17.0,3.0,1.0,1.0,992.0,4.0,1.0,38.0,3.0,4.0,3.0,3.0,2.0,17444.0,20489.0,1.0,0.0,0.0,11.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,10.0,8.0,6.0,0.0,13083.0,4.0,30.0,528.6060606060606,0.30303030303030304,0.4,4361.0,0.6,1.05,18316.2,9.815595788119191,30.0,30.0,9.0,17444.0,10.0,304293136.0,174440.0,100.0,9.766808353620874,30.0,4361.0,0.8806100455264694
29.0,1.0,2.0,906.0,1.0,10.0,3.0,1.0,1.0,994.0,4.0,0.0,92.0,2.0,1.0,6.0,1.0,2.0,2404.0,11479.0,6.0,0.0,1.0,20.0,4.0,3.0,80.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,601.0,0.0,0.0,82.89655172413794,0.10344827586206896,0.3333333333333333,2404.0,0.0,1.1,2644.4,7.880577561591947,0.0,0.0,4.0,2404.0,0.0,5779216.0,0.0,0.0,7.785305182539862,0.0,2404.0,0.1909499277749669
33.0,0.0,2.0,461.0,1.0,13.0,1.0,1.0,1.0,995.0,2.0,0.0,53.0,3.0,1.0,6.0,4.0,2.0,3452.0,17241.0,3.0,0.0,0.0,18.0,3.0,1.0,80.0,0.0,5.0,4.0,3.0,3.0,2.0,0.0,2.0,3452.0,3.0,9.0,104.60606060606061,0.15151515151515152,0.2,3452.0,0.0,1.05,3624.6000000000004,8.195775070833687,9.0,12.0,12.0,3452.0,3.0,11916304.0,10356.0,9.0,8.146998697389993,9.0,3452.0,0.9362469070157105
45.0,0.0,2.0,974.0,1.0,1.0,4.0,3.0,1.0,996.0,4.0,0.0,91.0,3.0,1.0,2.0,4.0,0.0,2270.0,11005.0,3.0,0.0,0.0,14.0,3.0,4.0,80.0,2.0,8.0,2.0,3.0,5.0,3.0,0.0,2.0,2270.0,5.0,15.0,50.44444444444444,0.17777777777777778,0.125,2270.0,0.0,1.05,2383.5,7.776744737738279,15.0,20.0,12.0,2270.0,5.0,5152900.0,11350.0,25.0,7.7279755421055585,15.0,2270.0,0.9933110938867897
50.0,0.0,2.0,1126.0,1.0,1.0,2.0,3.0,1.0,997.0,4.0,1.0,66.0,3.0,4.0,5.0,4.0,0.0,17399.0,6615.0,9.0,0.0,0.0,22.0,4.0,3.0,80.0,1.0,32.0,1.0,2.0,5.0,4.0,1.0,3.0,17399.0,4.0,20.0,347.98,0.64,0.125,4349.75,0.2,1.1,19138.9,9.8595304403329,20.0,20.0,16.0,17399.0,5.0,302725201.0,86995.0,25.0,9.764225485202621,20.0,4349.75,0.9967601176450694
33.0,0.0,1.0,827.0,1.0,1.0,4.0,4.0,1.0,998.0,3.0,0.0,84.0,4.0,2.0,0.0,2.0,1.0,5488.0,20161.0,1.0,0.0,1.0,13.0,3.0,1.0,80.0,1.0,6.0,2.0,3.0,6.0,5.0,1.0,2.0,2744.0,5.0,18.0,166.3030303030303,0.18181818181818182,0.3333333333333333,2744.0,0.16666666666666666,1.05,5762.400000000001,8.659282857322314,18.0,12.0,6.0,5488.0,6.0,30118144.0,32928.0,36.0,8.610501368549889,18.0,2744.0,0.8818424467424059
41.0,0.0,1.0,840.0,1.0,9.0,3.0,3.0,1.0,999.0,1.0,1.0,64.0,3.0,5.0,5.0,3.0,0.0,19419.0,3735.0,2.0,0.0,0.0,17.0,3.0,2.0,80.0,1.0,21.0,2.0,4.0,18.0,16.0,0.0,11.0,14564.25,18.0,54.0,473.6341463414634,0.5121951219512195,0.23809523809523808,3883.8,0.0,1.05,20389.95,9.922846453949557,54.0,54.0,9.0,19419.0,18.0,377097561.0,349542.0,324.0,9.874058741845316,54.0,3883.8,0.9974325514918387
27.0,0.0,2.0,1134.0,1.0,16.0,4.0,5.0,1.0,1001.0,3.0,0.0,37.0,3.0,1.0,2.0,2.0,1.0,2811.0,12086.0,9.0,0.0,0.0,14.0,3.0,2.0,80.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1405.5,0.0,6.0,104.11111111111111,0.14814814814814814,0.25,2811.0,1.0,1.05,2951.55,7.990424482729141,6.0,4.0,6.0,2811.0,2.0,7901721.0,5622.0,4.0,7.941651252930556,6.0,2811.0,0.5480983167577844
45.0,0.0,0.0,248.0,1.0,23.0,2.0,1.0,1.0,1002.0,4.0,1.0,42.0,3.0,2.0,2.0,1.0,1.0,3633.0,14039.0,1.0,0.0,1.0,15.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,9.0,8.0,0.0,8.0,908.25,9.0,27.0,80.73333333333333,0.2,0.2222222222222222,1816.5,0.0,1.05,3814.65,8.246866309284158,27.0,9.0,3.0,3633.0,9.0,13198689.0,32697.0,81.0,8.198089248956116,27.0,1816.5,0.8759923785962811
47.0,0.0,2.0,955.0,2.0,4.0,2.0,1.0,1.0,1003.0,4.0,0.0,83.0,3.0,2.0,7.0,4.0,2.0,4163.0,8571.0,1.0,0.0,1.0,17.0,3.0,3.0,80.0,0.0,9.0,0.0,3.0,9.0,0.0,0.0,7.0,4163.0,9.0,27.0,88.57446808510639,0.19148936170212766,0.2222222222222222,2081.5,0.0,1.05,4371.150000000001,8.383010157948503,27.0,36.0,12.0,4163.0,9.0,17330569.0,37467.0,81.0,8.33423142973486,27.0,2081.5,0.8396917720144423
